51300006907,ebg,129,65
51300025998,aad,142,55
51300048135,ece,85,32
51300108043,fab,256,180
51300121002,ebg,265,57
51300195897,efb,7,21
51300215192,bdg,96,107
51300221169,cee,247,212
51300238575,ccg,287,213
51300268146,bfa,93,299
51300323085,bgf,18,209
51300325938,feb,158,229
51300328634,ffd,212,155
51300355127,cca,8,214
51300358054,bae,174,240
51300367768,edf,24,113
51300524624,dae,144,127
51300548645,fbg,254,56
51300552336,ded,255,148
51300572495,ddf,138,100
51300615210,bga,116,109
51300685397,bfc,238,192
51300685436,dac,282,184
51300831403,ecf,265,297
51300854943,agb,204,193
51300923390,dcd,97,173
51300936647,bfd,259,292
51300946132,cea,73,43
51300951583,dcg,166,214
51300987501,aaa,163,194
51301000191,dfd,80,56
51301001434,aga,71,116
51301045651,adf,16,51
51301048617,bec,192,28
51301068264,bfc,53,209
51301072071,ffg,101,168
51301074941,gbd,125,257
51301091137,egf,188,188
51301093562,gaa,233,171
51301110036,fag,91,55
51301119217,gfg,73,153
51301121039,eda,268,114
51301127076,bef,184,95
51301173003,ffd,145,139
51301179108,eec,11,243
51301330172,ggb,33,115
51301335415,ace,212,286
51301379288,efg,294,241
51301459106,aba,171,280
51301466758,efc,187,18
51301472906,ddc,49,275
51301515200,aee,108,278
51301530324,cde,135,226
51301561371,cee,268,237
51301578341,dac,130,176
51301581415,ggc,94,209
51301642472,aed,267,74
51301661296,bfd,273,286
51301716953,fba,150,109
51301779564,ega,163,28
51301815277,bec,172,29
51301816902,gbe,63,42
51301848256,bac,272,16
51301858496,bbe,216,39
51301874486,dbb,111,287
51301908916,feg,81,265
51301923106,fcf,285,132
51301956359,cef,13,90
51301978591,agf,124,57
51302017221,ccd,234,174
51302019677,fda,38,139
51302066975,bbd,235,205
51302067297,fca,243,219
51302082321,ced,191,130
51302115454,dfg,22,99
51302116257,bdg,170,120
51302131743,dba,168,129
51302165639,efe,109,96
51302201023,fbe,96,231
51302204032,cad,3,195
51302219960,fbc,14,90
51302241403,ecb,167,64
51302283818,cfa,214,222
51302309675,gad,99,29
51302331087,bbb,16,7
51302333916,gdd,130,256
51302338603,bac,124,13
51302346829,ebg,121,66
51302373282,fga,231,232
51302415022,fee,81,6
51302475122,bcf,191,36
51302505049,adb,6,115
51302514811,fgg,46,45
51302529121,dcg,221,216
51302558763,dce,151,201
51302606190,fdg,8,261
51302625220,aae,226,96
51302644050,eae,97,278
51302664870,dag,3,11
51302695774,fbc,147,97
51302706129,fbd,249,96
51302744886,cgb,14,43
51302761411,aff,186,163
51302762214,eca,57,162
51302762217,cdf,270,212
51302770583,daf,9,180
51302804602,acg,11,50
51302810293,cbb,94,289
51302811621,beb,293,139
51302812405,cca,204,186
51302821912,cfd,238,107
51302834186,ebc,178,12
51302849171,gfb,281,295
51302859219,eda,286,100
51302871145,cdb,225,11
51302874044,gee,140,225
51302916975,aeg,10,88
51302941811,eef,187,274
51302959097,dad,223,89
51302992874,cef,109,83
51303039309,cad,63,179
51303058464,dgf,184,15
51303066872,gdg,168,16
51303089677,gff,66,68
51303092717,cag,41,80
51303099382,edb,295,175
51303110936,cce,30,23
51303138709,dae,7,109
51303139913,gba,132,67
51303143378,dfa,265,205
51303147469,gag,152,128
51303152318,aef,176,136
51303197627,gdg,275,13
51303235217,ccd,110,180
51303261419,aaf,80,271
51303268635,bbf,298,225
51303301763,bde,164,17
51303319373,cda,248,266
51303322294,dff,41,191
51303333038,cbd,216,246
51303369477,fcb,247,219
51303378784,gcf,251,55
51303388899,bab,15,195
51303475011,fcf,11,120
51303476542,dgg,116,58
51303493179,beg,193,229
51303496649,eba,68,203
51303508131,fcc,105,82
51303536648,abc,81,73
51303553894,aae,23,114
51303555930,bed,142,193
51303581303,fgc,263,299
51303600128,dbc,84,21
51303606872,dbf,184,132
51303622509,gdc,266,269
51303655424,ccf,55,101
51303682365,fdd,299,21
51303708218,gac,126,51
51303856853,dga,61,110
51303865429,dfg,44,100
51303905759,efg,40,214
51303931727,ggg,231,44
51303987939,eff,269,201
51304018942,fgb,288,68
51304035659,bgf,215,221
51304043668,aaf,101,257
51304053449,agf,206,62
51304068528,bfd,162,300
51304086274,aef,196,150
51304116105,faa,207,228
51304123447,ddd,139,207
51304142645,gge,119,280
51304148383,cee,193,215
51304161950,cad,99,177
51304191881,eca,131,184
51304287914,dgd,202,284
51304395649,bgb,236,164
51304398498,baf,211,137
51304434370,eaa,93,286
51304450813,fee,234,6
51304482460,cbg,294,106
51304482956,ecb,258,74
51304509041,gdd,234,230
51304513074,eda,126,86
51304529285,gdf,2,22
51304538290,beb,108,116
51304539057,egd,43,77
51304565605,fde,188,289
51304565864,eec,243,279
51304580619,gca,295,178
51304587815,fce,122,75
51304604823,cbd,79,209
51304615709,ace,284,340
51304615967,gbg,253,296
51304642085,agd,96,200
51304656455,cdd,273,259
51304665934,adc,193,203
51304676033,dge,256,148
51304686362,fdc,162,298
51304686810,dca,151,171
51304693086,ace,152,353
51304698823,cac,291,158
51304711669,dgd,205,315
51304724944,cda,155,305
51304753786,fga,176,211
51304754321,afc,168,261
51304906229,bac,212,15
51304933079,dbb,207,252
51304986767,age,62,249
51305008163,acd,153,48
51305031978,bcf,164,41
51305060022,cfe,226,75
51305060270,afe,53,264
51305065831,afd,165,100
51305069625,aac,262,84
51305112405,gca,212,199
51305144925,ecd,149,113
51305148741,abg,56,17
51305160976,dcf,168,198
51305170080,gbd,191,274
51305218361,fee,48,6
51305219566,bcf,253,40
51305221919,aeg,277,93
51305235850,ebd,42,259
51305263271,ddb,144,142
51305296148,cgf,36,25
51305305062,ecc,237,188
51305316594,fff,260,282
51305344407,afb,103,106
51305359488,aca,140,211
51305364331,fgg,191,50
51305365053,ece,135,31
51305378247,dde,257,224
51305414958,fbc,193,104
51305420607,add,292,143
51305433515,gga,81,157
51305463585,cea,125,40
51305485988,bda,280,229
51305494568,cge,119,260
51305495065,fag,57,55
51305522824,cdc,95,65
51305593540,ebg,205,62
51305635800,ecg,186,144
51305656058,fbd,114,114
51305661046,eed,219,133
51305673995,gad,66,31
51305693828,edf,153,134
51305720037,eeg,249,184
51305724991,cge,99,221
51305734881,ege,42,71
51305736310,bfc,175,202
51305744518,aab,163,173
51305767175,gdf,286,22
51305776836,fbb,26,194
51305779383,efa,116,261
51305782929,ccb,191,23
51305791874,dff,216,208
51305795504,aec,163,205
51305796555,gaa,198,179
51305800296,dbg,141,169
51305802151,ffe,269,154
51305815419,baf,38,163
51305844474,eab,282,54
51305859601,cff,223,107
51305862268,dbe,100,280
51305876596,bfb,29,122
51305886384,cbe,28,67
51305888580,bec,23,25
51305911877,bef,45,111
51305917449,ebb,113,88
51305931293,bff,118,103
51305959993,fed,179,89
51305967773,gfb,245,241
51306008507,cfg,255,170
51306053741,gdg,244,10
51306062377,dcg,262,254
51306078978,ada,45,104
51306084961,cab,102,48
51306113879,cae,193,289
51306131574,bdf,163,97
51306138573,dgb,282,187
51306146837,bdb,204,255
51306186420,fbg,168,65
51306190932,gff,253,63
51306232624,ebb,216,93
51306234451,bcc,219,228
51306257208,dbd,65,229
51306268818,cgc,124,28
51306280168,dgf,251,17
51306306773,cfg,111,171
51306307008,bea,103,151
51306311798,efb,46,23
51306326760,ada,254,93
51306348362,bbg,225,208
51306352704,cdd,127,222
51306394123,fba,192,91
51306405359,bfe,79,275
51306424099,eeb,254,205
51306438503,gcc,249,17
51306441461,dgf,254,13
51306456031,edd,143,294
51306456443,dbb,242,234
51306466776,dfc,100,140
51306481764,gce,105,239
51306488855,cfc,187,31
51306515381,efc,223,20
51306528916,abf,217,81
51306566996,gfg,180,175
51306599986,gcb,94,247
51306609677,bag,25,182
51306619953,gde,187,257
51306629125,feb,94,224
51306639580,abd,67,10
51306649851,dda,157,202
51306669053,ggg,126,48
51306693431,cag,105,69
51306709070,cad,183,152
51306711370,ggg,70,43
51306752507,bge,150,183
51306754180,cdg,136,273
51306766799,afg,298,266
51306788755,ega,220,25
51306830977,gbc,213,182
51306836164,eaf,30,77
51306846185,gee,169,263
51306848765,fff,63,298
51306852141,bea,171,125
51306860408,ebe,121,282
51306872996,fdf,275,76
51306877476,fef,30,111
51306905155,acg,234,50
51306958126,fea,178,169
51306961172,cfc,298,27
51306969202,acb,93,288
51306982246,geb,100,162
51306990709,fdd,174,23
51307008426,geb,285,170
51307009842,gcb,162,209
51307020202,bfg,11,227
51307034102,cad,291,145
51307037915,fda,72,139
51307040033,gca,9,171
51307085272,dgg,226,55
51307086652,bcd,151,104
51307093913,gda,69,41
51307098324,bdd,274,12
51307098646,dgf,96,11
51307113497,fea,148,162
51307115637,gcf,124,55
51307118239,fcd,239,216
51307125440,aeb,102,227
51307165023,bae,27,266
51307174269,ged,90,177
51307174789,efa,296,271
51307182420,gbb,186,248
51307194732,cbf,118,250
51307206179,fce,165,86
51307235273,eca,60,211
51307265738,gfc,34,266
51307269214,aea,262,53
51307272490,efg,125,205
51307276992,fad,242,133
51307284072,bce,184,45
51307295688,ege,8,77
51307333553,dgb,176,215
51307344688,gga,215,138
51307358809,fbb,156,215
51307410722,feg,240,217
51307452799,bcd,48,108
51307456629,egb,272,46
51307482046,cea,136,47
51307495416,dfe,41,259
51307512440,acc,162,212
51307531328,ecf,166,305
51307533796,ebd,121,225
51307552731,fge,65,266
51307574052,eac,212,195
51307580842,gef,21,225
51307644205,ddf,228,114
51307646566,cbc,192,170
51307653477,daf,39,208
51307655613,dfg,262,89
51307656949,gaa,243,213
51307672171,eae,113,275
51307693168,fcg,182,175
51307712964,ggc,89,202
51307740464,bbd,23,174
51307771994,dga,124,112
51307780395,ffc,58,153
51307792275,ebc,289,9
51307819956,cde,71,228
51307853669,cba,91,52
51307853671,dfa,46,174
51307857962,cbe,288,74
51307878956,gdc,71,234
51307889374,fab,227,203
51307894337,bee,220,80
51307907467,ade,70,184
51307965590,aaf,251,287
51307970054,agd,247,170
51307987293,bag,268,187
51308004259,fac,74,269
51308013971,dea,58,162
51308015227,ffb,83,5
51308024478,eea,149,7
51308043640,bca,15,151
51308046020,dge,208,142
51308073606,efd,216,224
51308098282,ffa,198,106
51308101038,eee,49,53
51308111950,fcd,122,244
51308128758,dfg,110,99
51308130134,bgc,3,152
51308134249,cga,131,80
51308181209,edg,121,227
51308200431,fgd,296,25
51308216472,dfd,114,58
51308255869,cef,91,85
51308272139,dec,233,254
51308275900,fag,190,51
51308281476,egg,229,291
51308285482,bfa,142,307
51308316199,gac,71,51
51308317811,gfd,194,173
51308325616,gag,141,148
51308354078,ggf,164,126
51308381449,cgg,80,106
51308403304,cbd,168,227
51308427314,dab,140,157
51308440395,cfa,24,193
51308446854,gcc,155,20
51308449245,faf,274,85
51308462423,bba,198,17
51308479880,caa,200,82
51308480150,fae,237,122
51308480640,faf,89,101
51308509552,fbf,164,221
51308521550,beb,87,105
51308539866,cge,21,225
51308546059,ccc,164,36
51308561551,abb,79,8
51308579301,dfb,276,216
51308587836,gec,103,198
51308603090,cgd,182,237
51308607916,bdc,211,38
51308630348,edf,282,127
51308652012,dcb,135,151
51308681613,dgd,251,270
51308684026,cfb,94,51
51308686238,dad,148,101
51308689555,geg,44,88
51308692166,bbe,139,36
51308710340,eda,122,101
51308724044,gbg,60,313
